#FLD1,FLD2 - Fluid names as inputs for REFPROP,,,,,,,,,,,,,,
#z_1,z_2 - mole fractions, T - Absolute temperature in Kelvins, p - Pressure in megapascals (MPa), w - Speed of sound in meters per second (m.s^-1),,,,,,,,,,,
# Uc(w) - Combined expanded uncertainty (k=2) of the speed of sound as a percentage of the measured value,,,,,,,,,,,,,,,
#sigma_T, sigma_p, and sigma_w - Standard deviation of the temperature, pressure, and speed of sound for the duration of each measurement,,,,,,,,,,,
#N_temp - number of temperatures averaged, N_echos - number of speed of sound repetitions averaged,,,,,,,,,,,,,,
FLD1,FLD2,z_1 / mole frac.,z_2 / mole frac.,T / K,p / MPa,w / m/s,Uc(w) / %,sigma_T / K,sigma_p / MPa,sigma_w / m s^-1,N_temp,N_echo,bibkey,weight,p / Pa
R32,R1234ZEE,0.33512,0.66488,330,31.486,665.572,0.043,0.002,0.003,0.016,16,12,2022 row per 0,1,31486000
R32,R1234ZEE,0.33512,0.66488,335.002,34.745,671.978,0.042,0.001,0.003,0.017,16,12,2022 row per 0,1,34745000
R32,R1234ZEE,0.33512,0.66488,340.008,37.999,678.295,0.041,0.001,0.001,0.004,16,12,2022 row per 0,1,37999000
R32,R1234ZEE,0.33512,0.66488,345.012,41.239,684.486,0.041,0.001,0.001,0.003,16,12,2022 row per 0,1,41239000
R32,R1234ZEE,0.33512,0.66488,289.995,1.511,574.316,0.066,0.001,0.001,0.01,16,12,2022 row per 0,1,1511000
R32,R1234ZEE,0.33512,0.66488,294.992,4.741,583.154,0.061,0,0.001,0.009,12,9,2022 row per 0,1,4741000
R32,R1234ZEE,0.33512,0.66488,299.994,7.975,591.706,0.058,0.001,0.001,0.006,16,12,2022 row per 0,1,7975000
R32,R1234ZEE,0.33512,0.66488,304.993,11.206,599.98,0.055,0.001,0,0.002,16,12,2022 row per 0,1,11206000
R32,R1234ZEE,0.33512,0.66488,309.996,14.431,607.979,0.053,0.002,0.001,0.004,16,12,2022 row per 0,1,14431000
R32,R1234ZEE,0.33512,0.66488,314.992,17.641,615.701,0.05,0.001,0,0.003,16,12,2022 row per 0,1,17641000
R32,R1234ZEE,0.33512,0.66488,320.001,20.839,623.129,0.049,0.001,0.002,0.01,16,12,2022 row per 0,1,20839000
R32,R1234ZEE,0.33512,0.66488,325.007,24.023,630.324,0.047,0.001,0,0.003,16,12,2022 row per 0,1,24023000
R32,R1234ZEE,0.33512,0.66488,329.998,27.181,637.279,0.046,0.001,0.001,0.003,16,12,2022 row per 0,1,27181000
R32,R1234ZEE,0.33512,0.66488,335.002,30.314,643.915,0.045,0.001,0.003,0.022,16,12,2022 row per 0,1,30314000
R32,R1234ZEE,0.33512,0.66488,340.006,33.455,650.495,0.044,0.002,0.002,0.007,16,12,2022 row per 0,1,33455000
R32,R1234ZEE,0.33512,0.66488,345.012,36.542,656.764,0.043,0.001,0.003,0.02,16,12,2022 row per 0,1,36542000
R32,R1234ZEE,0.33512,0.66488,294.991,1.376,548.101,0.072,0.001,0.002,0.026,16,12,2022 row per 0,1,1376000
R32,R1234ZEE,0.33512,0.66488,299.993,4.446,557.261,0.067,0.001,0.001,0.006,14,10,2022 row per 0,1,4446000
R32,R1234ZEE,0.33512,0.66488,304.993,7.516,566.077,0.063,0.001,0.001,0.008,16,12,2022 row per 0,1,7516000
R32,R1234ZEE,0.33512,0.66488,309.996,10.583,574.544,0.059,0.001,0.001,0.008,16,12,2022 row per 0,1,10583000
R32,R1234ZEE,0.33512,0.66488,314.991,13.624,582.572,0.056,0.001,0.003,0.023,15,11,2022 row per 0,1,13624000
R32,R1234ZEE,0.33512,0.66488,320.001,16.668,590.371,0.054,0.001,0.003,0.031,16,12,2022 row per 0,1,16668000
R32,R1234ZEE,0.33512,0.66488,325.007,19.707,597.946,0.052,0.001,0.003,0.019,16,12,2022 row per 0,1,19707000
R32,R1234ZEE,0.33512,0.66488,329.998,22.721,605.232,0.05,0.001,0.002,0.02,15,11,2022 row per 0,1,22721000
R32,R1234ZEE,0.33512,0.66488,335.002,25.717,612.219,0.048,0.001,0.001,0.009,16,12,2022 row per 0,1,25717000
R32,R1234ZEE,0.33512,0.66488,340.007,28.711,619.061,0.047,0.003,0.001,0.005,16,12,2022 row per 0,1,28711000
R32,R1234ZEE,0.33512,0.66488,345.013,31.692,625.727,0.046,0.002,0.002,0.01,16,12,2022 row per 0,1,31692000
R32,R1234ZEE,0.33512,0.66488,299.993,1.508,524.358,0.079,0.001,0.002,0.017,16,12,2022 row per 0,1,1508000
R32,R1234ZEE,0.33512,0.66488,304.992,4.411,533.672,0.073,0.001,0.003,0.03,15,11,2022 row per 0,1,4411000
R32,R1234ZEE,0.33512,0.66488,309.996,7.314,542.533,0.068,0.001,0.001,0.014,15,11,2022 row per 0,1,7314000
R32,R1234ZEE,0.33512,0.66488,314.991,10.207,551.021,0.064,0.002,0.002,0.023,16,12,2022 row per 0,1,10207000
R32,R1234ZEE,0.33512,0.66488,320.001,13.092,559.106,0.06,0.001,0.005,0.043,14,10,2022 row per 0,1,13092000
R32,R1234ZEE,0.33512,0.66488,325.006,15.956,566.771,0.058,0.002,0.006,0.045,15,11,2022 row per 0,1,15956000
R32,R1234ZEE,0.33512,0.66488,329.998,18.811,574.245,0.055,0.002,0.005,0.04,16,12,2022 row per 0,1,18811000
R32,R1234ZEE,0.33512,0.66488,335.002,21.643,581.299,0.053,0.001,0.006,0.042,16,12,2022 row per 0,1,21643000
R32,R1234ZEE,0.33512,0.66488,340.007,24.476,588.255,0.051,0.001,0.004,0.03,16,12,2022 row per 0,1,24476000
R32,R1234ZEE,0.33512,0.66488,345.012,27.3,595.037,0.049,0,0.006,0.044,16,12,2022 row per 0,1,27300000
R32,R1234ZEE,0.33512,0.66488,304.991,1.951,504.426,0.085,0.001,0,0.009,16,12,2022 row per 0,1,1951000
R32,R1234ZEE,0.33512,0.66488,309.994,4.739,514.093,0.078,0.001,0.002,0.02,13,9,2022 row per 0,1,4739000
R32,R1234ZEE,0.33512,0.66488,314.99,7.53,523.367,0.072,0.002,0.003,0.014,11,8,2022 row per 0,1,7530000
R32,R1234ZEE,0.33512,0.66488,320,10.316,532.125,0.068,0.001,0.002,0.015,15,11,2022 row per 0,1,10316000
R32,R1234ZEE,0.33512,0.66488,325.007,13.104,540.556,0.064,0.004,0.005,0.037,13,9,2022 row per 0,1,13104000
R32,R1234ZEE,0.33512,0.66488,329.998,15.885,548.723,0.06,0.001,0.002,0.017,16,12,2022 row per 0,1,15885000
R32,R1234ZEE,0.33512,0.66488,335.002,18.618,556.18,0.058,0.002,0.004,0.03,16,12,2022 row per 0,1,18618000
R32,R1234ZEE,0.33512,0.66488,340.006,21.367,563.58,0.055,0.002,0.001,0.006,14,10,2022 row per 0,1,21367000
R32,R1234ZEE,0.33512,0.66488,345.012,24.108,570.772,0.053,0,0,0.003,16,12,2022 row per 0,1,24108000
R32,R1234ZEE,0.33512,0.66488,309.993,2.171,481.636,0.094,0.003,0.001,0.003,14,10,2022 row per 0,1,2171000
R32,R1234ZEE,0.33512,0.66488,314.989,4.808,491.538,0.085,0.001,0,0.004,11,7,2022 row per 0,1,4808000
R32,R1234ZEE,0.33512,0.66488,319.999,7.456,500.938,0.079,0.001,0.001,0.01,15,11,2022 row per 0,1,7456000
R32,R1234ZEE,0.33512,0.66488,325.005,10.095,509.812,0.073,0.001,0,0.004,15,11,2022 row per 0,1,10095000
R32,R1234ZEE,0.33512,0.66488,329.997,12.723,518.279,0.069,0.001,0.001,0.005,14,10,2022 row per 0,1,12723000
R32,R1234ZEE,0.33512,0.66488,335.001,15.337,526.216,0.065,0.001,0.001,0.014,16,12,2022 row per 0,1,15337000
R32,R1234ZEE,0.33512,0.66488,340.007,17.958,534.004,0.062,0.001,0.001,0.008,13,9,2022 row per 0,1,17958000
R32,R1234ZEE,0.33512,0.66488,345.013,20.572,541.531,0.059,0.001,0,0.001,16,12,2022 row per 0,1,20572000
R32,R1234ZEE,0.33512,0.66488,314.988,2.395,458.872,0.104,0.002,0,0.002,15,11,2022 row per 0,1,2395000
R32,R1234ZEE,0.33512,0.66488,319.999,4.898,469.031,0.094,0.002,0.001,0.014,15,10,2022 row per 0,1,4898000
R32,R1234ZEE,0.33512,0.66488,325.005,7.401,478.575,0.086,0.001,0.001,0.008,14,10,2022 row per 0,1,7401000
R32,R1234ZEE,0.33512,0.66488,329.997,9.901,487.664,0.08,0.001,0.001,0.013,12,8,2022 row per 0,1,9901000
R32,R1234ZEE,0.33512,0.66488,335.001,12.386,496.135,0.075,0.001,0.001,0.013,11,7,2022 row per 0,1,12386000
R32,R1234ZEE,0.33512,0.66488,340.007,14.877,504.345,0.07,0.002,0.001,0.006,16,12,2022 row per 0,1,14877000
R32,R1234ZEE,0.33512,0.66488,345.013,17.368,512.273,0.066,0.001,0.001,0.006,13,9,2022 row per 0,1,17368000
R32,R1234ZEE,0.33512,0.66488,319.998,2.619,435.796,0.117,0.002,0.001,0.013,9,6,2022 row per 0,1,2619000
R32,R1234ZEE,0.33512,0.66488,325.005,4.973,446.116,0.105,0.002,0.001,0.012,12,8,2022 row per 0,1,4973000
R32,R1234ZEE,0.33512,0.66488,329.997,7.323,455.764,0.096,0.001,0.001,0.007,12,8,2022 row per 0,1,7323000
R32,R1234ZEE,0.33512,0.66488,335.001,9.66,464.645,0.088,0.001,0.001,0.02,15,11,2022 row per 0,1,9660000
R32,R1234ZEE,0.33512,0.66488,340.006,12.009,473.268,0.082,0.001,0.002,0.021,10,7,2022 row per 0,1,12009000
R32,R1234ZEE,0.33512,0.66488,345.013,14.355,481.513,0.077,0.002,0.002,0.018,16,12,2022 row per 0,1,14355000
R32,R1234ZEE,0.33512,0.66488,325.004,2.675,409.557,0.136,0.001,0,0.004,8,5,2022 row per 0,1,2675000
R32,R1234ZEE,0.33512,0.66488,329.996,4.874,420.26,0.121,0.001,0.001,0.013,11,8,2022 row per 0,1,4874000
R32,R1234ZEE,0.33512,0.66488,335.001,7.068,430.015,0.109,0.001,0.001,0.02,10,6,2022 row per 0,1,7068000
R32,R1234ZEE,0.33512,0.66488,340.007,9.269,439.294,0.1,0.002,0.001,0.016,16,12,2022 row per 0,1,9269000
R32,R1234ZEE,0.33512,0.66488,345.012,11.473,448.129,0.092,0.001,0,0.004,8,4,2022 row per 0,1,11473000
R32,R1234ZEE,0.33512,0.66488,329.996,3.082,389.199,0.153,0.001,0,0.013,11,7,2022 row per 0,1,3082000
R32,R1234ZEE,0.33512,0.66488,335,5.144,399.838,0.135,0.001,0.001,0.019,5,3,2022 row per 0,1,5144000
R32,R1234ZEE,0.33512,0.66488,340.007,7.223,409.885,0.121,0.002,0.001,0.015,7,4,2022 row per 0,1,7223000
R32,R1234ZEE,0.33512,0.66488,345.012,9.306,419.341,0.11,0.001,0.001,0.009,14,10,2022 row per 0,1,9306000
R32,R1234ZEE,0.33512,0.66488,334.999,3.309,365.261,0.178,0.002,0.003,0.024,7,4,2022 row per 0,1,3309000
R32,R1234ZEE,0.33512,0.66488,340.005,5.232,376.193,0.155,0.002,0.001,0.02,8,5,2022 row per 0,1,5232000
R32,R1234ZEE,0.33512,0.66488,345.012,7.167,386.343,0.138,0,0.002,0.036,15,11,2022 row per 0,1,7167000
R32,R1234ZEE,0.33512,0.66488,340.006,3.461,339.171,0.214,0.002,0,0.013,12,8,2022 row per 0,1,3461000
R32,R1234ZEE,0.33512,0.66488,345.012,5.252,350.679,0.184,0.001,0,0.003,13,9,2022 row per 0,1,5252000
R32,R1234ZEE,0.33512,0.66488,345.012,4.012,322.414,0.238,0,0,0.002,8,6,2022 row per 0,1,4012000
R32,R1234ZEE,0.66665,0.33335,229.997,0.21,878.77,0.038,0.004,0,0.002,16,12,2022 row per 0,4,210000
R32,R1234ZEE,0.66665,0.33335,235.008,1.151,859.152,0.038,0.001,0.001,0.024,16,12,2022 row per 0,4,1151000
R32,R1234ZEE,0.66665,0.33335,240.002,1.212,834.555,0.039,0.001,0.001,0.03,16,12,2022 row per 0,4,1212000
R32,R1234ZEE,0.66665,0.33335,245.002,1.223,809.607,0.041,0.001,0,0.066,16,12,2022 row per 0,1,1223000
R32,R1234ZEE,0.66665,0.33335,250.004,1.249,784.6,0.042,0.001,0.001,0.016,16,12,2022 row per 0,1,1249000
R32,R1234ZEE,0.66665,0.33335,254.994,1.282,759.653,0.044,0.001,0.001,0.004,16,12,2022 row per 0,1,1282000
R32,R1234ZEE,0.66665,0.33335,259.987,1.315,734.614,0.046,0.001,0.003,0.025,16,12,2022 row per 0,1,1315000
R32,R1234ZEE,0.66665,0.33335,259.986,1.263,734.336,0.046,0.001,0.001,0.02,16,12,2022 row per 0,1,1263000
R32,R1234ZEE,0.66665,0.33335,269.992,6.428,724.122,0.045,0.002,0.001,0.007,16,12,2022 row per 0,1,6428000
R32,R1234ZEE,0.66665,0.33335,274.995,10.528,730.973,0.044,0.001,0.001,0.005,16,12,2022 row per 0,1,10528000
R32,R1234ZEE,0.66665,0.33335,279.999,14.625,737.782,0.043,0.001,0.003,0.016,16,12,2022 row per 0,1,14625000
R32,R1234ZEE,0.66665,0.33335,285,18.715,744.535,0.042,0.001,0.001,0.007,16,12,2022 row per 0,1,18715000
R32,R1234ZEE,0.66665,0.33335,290.002,22.798,751.217,0.041,0.001,0.001,0.006,16,12,2022 row per 0,1,22798000
R32,R1234ZEE,0.66665,0.33335,294.997,26.844,757.674,0.04,0.002,0.001,0.002,16,12,2022 row per 0,1,26844000
R32,R1234ZEE,0.66665,0.33335,299.998,30.895,764.121,0.039,0.002,0.001,0.003,16,12,2022 row per 0,1,30895000
R32,R1234ZEE,0.66665,0.33335,304.998,34.921,770.417,0.039,0.001,0.002,0.009,16,12,2022 row per 0,1,34921000
R32,R1234ZEE,0.66665,0.33335,309.998,38.885,776.367,0.038,0.002,0.005,0.028,16,12,2022 row per 0,1,38885000
R32,R1234ZEE,0.66665,0.33335,314.995,42.848,782.309,0.038,0.001,0.001,0.004,16,12,2022 row per 0,1,42848000
R32,R1234ZEE,0.66665,0.33335,320.003,46.798,788.155,0.037,0.001,0.002,0.011,16,12,2022 row per 0,1,46798000
R32,R1234ZEE,0.66665,0.33335,325.009,50.714,793.837,0.037,0.001,0.001,0.007,16,12,2022 row per 0,1,50714000
R32,R1234ZEE,0.66665,0.33335,269.988,1.723,686.992,0.051,0.003,0,0.005,16,12,2022 row per 0,1,1723000
R32,R1234ZEE,0.66665,0.33335,274.991,5.607,694.024,0.048,0.003,0.001,0.009,16,12,2022 row per 0,1,5607000
R32,R1234ZEE,0.66665,0.33335,279.996,9.504,701.108,0.046,0.001,0.003,0.022,16,12,2022 row per 0,1,9504000
R32,R1234ZEE,0.66665,0.33335,284.998,13.382,708.028,0.045,0.002,0.005,0.035,16,12,2022 row per 0,1,13382000
R32,R1234ZEE,0.66665,0.33335,290,17.27,714.958,0.044,0.001,0.004,0.026,16,12,2022 row per 0,1,17270000
R32,R1234ZEE,0.66665,0.33335,294.996,21.144,721.765,0.042,0.001,0.006,0.029,16,12,2022 row per 0,1,21144000
R32,R1234ZEE,0.66665,0.33335,299.997,25.017,728.516,0.042,0.001,0.003,0.017,16,12,2022 row per 0,1,25017000
R32,R1234ZEE,0.66665,0.33335,304.996,28.855,735.014,0.041,0.001,0.003,0.018,16,12,2022 row per 0,1,28855000
R32,R1234ZEE,0.66665,0.33335,309.998,32.68,741.387,0.04,0.001,0.003,0.017,16,12,2022 row per 0,1,32680000
R32,R1234ZEE,0.66665,0.33335,314.994,36.481,747.618,0.039,0.001,0.003,0.016,16,12,2022 row per 0,1,36481000
R32,R1234ZEE,0.66665,0.33335,320.003,40.271,753.722,0.039,0.003,0.002,0.012,16,12,2022 row per 0,1,40271000
R32,R1234ZEE,0.66665,0.33335,325.008,44.039,759.701,0.038,0.002,0.001,0.003,16,12,2022 row per 0,1,44039000
R32,R1234ZEE,0.66665,0.33335,329.999,47.788,765.599,0.038,0.001,0.002,0.01,16,12,2022 row per 0,1,47788000
R32,R1234ZEE,0.66665,0.33335,335.002,51.486,771.202,0.037,0.003,0.002,0.01,16,12,2022 row per 0,1,51486000
R32,R1234ZEE,0.66665,0.33335,274.989,1.694,660.936,0.054,0.003,0.004,0.035,16,12,2022 row per 0,1,1694000
R32,R1234ZEE,0.66665,0.33335,279.994,5.413,668.303,0.051,0.001,0,0.003,16,12,2022 row per 0,1,5413000
R32,R1234ZEE,0.66665,0.33335,284.997,9.157,675.806,0.049,0.001,0.001,0.006,16,12,2022 row per 0,1,9157000
R32,R1234ZEE,0.66665,0.33335,289.999,12.9,683.201,0.047,0.001,0.001,0.004,16,12,2022 row per 0,1,12900000
R32,R1234ZEE,0.66665,0.33335,294.996,16.632,690.43,0.046,0.002,0,0.003,16,12,2022 row per 0,1,16632000
R32,R1234ZEE,0.66665,0.33335,299.995,20.364,697.554,0.044,0.002,0,0.004,16,12,2022 row per 0,1,20364000
R32,R1234ZEE,0.66665,0.33335,304.993,24.062,704.403,0.043,0.004,0.01,0.061,16,12,2022 row per 0,1,24062000
R32,R1234ZEE,0.66665,0.33335,309.998,27.739,711.012,0.042,0.002,0.001,0.006,16,12,2022 row per 0,1,27739000
R32,R1234ZEE,0.66665,0.33335,314.992,31.418,717.615,0.041,0.002,0.001,0.005,16,12,2022 row per 0,1,31418000
R32,R1234ZEE,0.66665,0.33335,320.003,35.087,724.07,0.04,0.002,0.002,0.009,16,12,2022 row per 0,1,35087000
R32,R1234ZEE,0.66665,0.33335,325.008,38.732,730.357,0.04,0.001,0.003,0.011,16,12,2022 row per 0,1,38732000
R32,R1234ZEE,0.66665,0.33335,329.999,42.347,736.471,0.039,0.001,0.001,0.002,16,12,2022 row per 0,1,42347000
R32,R1234ZEE,0.66665,0.33335,335.003,45.911,742.253,0.039,0.001,0.003,0.017,16,12,2022 row per 0,1,45911000
R32,R1234ZEE,0.66665,0.33335,340.007,49.463,747.955,0.038,0.002,0.002,0.01,16,12,2022 row per 0,1,49463000
R32,R1234ZEE,0.66665,0.33335,279.993,1.713,635.018,0.058,0.002,0.001,0.007,16,12,2022 row per 0,1,1713000
R32,R1234ZEE,0.66665,0.33335,284.995,5.297,642.993,0.054,0.001,0.001,0.009,16,12,2022 row per 0,1,5297000
R32,R1234ZEE,0.66665,0.33335,289.998,8.912,651.049,0.052,0.002,0.014,0.11,16,12,2022 row per 0,1,8912000
R32,R1234ZEE,0.66665,0.33335,294.994,12.535,659.054,0.049,0.001,0.002,0.021,16,12,2022 row per 0,1,12535000
R32,R1234ZEE,0.66665,0.33335,299.995,16.124,666.604,0.048,0.001,0.001,0.003,16,12,2022 row per 0,1,16124000
R32,R1234ZEE,0.66665,0.33335,304.995,19.7,673.94,0.046,0.002,0.001,0.01,16,12,2022 row per 0,1,19700000
R32,R1234ZEE,0.66665,0.33335,309.997,23.273,681.128,0.045,0.001,0,0.003,16,12,2022 row per 0,1,23273000
R32,R1234ZEE,0.66665,0.33335,314.992,26.827,688.112,0.044,0.001,0.002,0.012,16,12,2022 row per 0,1,26827000
R32,R1234ZEE,0.66665,0.33335,320.002,30.378,694.949,0.043,0.001,0.004,0.024,16,12,2022 row per 0,1,30378000
R32,R1234ZEE,0.66665,0.33335,325.007,33.91,701.611,0.042,0.001,0.003,0.014,16,12,2022 row per 0,1,33910000
R32,R1234ZEE,0.66665,0.33335,329.999,37.418,708.096,0.041,0.001,0.002,0.014,16,12,2022 row per 0,1,37418000
R32,R1234ZEE,0.66665,0.33335,335.003,40.873,714.17,0.04,0.002,0.001,0.011,16,12,2022 row per 0,1,40873000
R32,R1234ZEE,0.66665,0.33335,340.007,44.32,720.18,0.04,0.003,0.003,0.013,16,12,2022 row per 0,1,44320000
R32,R1234ZEE,0.66665,0.33335,345.012,47.756,726.093,0.039,0.001,0.001,0.002,16,12,2022 row per 0,1,47756000
R32,R1234ZEE,0.66665,0.33335,284.994,1.694,608.365,0.063,0.001,0.001,0.008,16,12,2022 row per 0,1,1694000
R32,R1234ZEE,0.66665,0.33335,289.997,5.103,616.628,0.059,0.001,0.002,0.016,16,12,2022 row per 0,1,5103000
R32,R1234ZEE,0.66665,0.33335,294.993,8.513,624.7,0.055,0.001,0.001,0.007,15,11,2022 row per 0,1,8513000
R32,R1234ZEE,0.66665,0.33335,299.996,11.932,632.641,0.053,0.002,0.002,0.016,16,12,2022 row per 0,1,11932000
R32,R1234ZEE,0.66665,0.33335,304.994,15.358,640.471,0.05,0.002,0.001,0.01,16,12,2022 row per 0,1,15358000
R32,R1234ZEE,0.66665,0.33335,309.996,18.768,648.007,0.049,0.002,0.001,0.008,16,12,2022 row per 0,1,18768000
R32,R1234ZEE,0.66665,0.33335,314.992,22.162,655.304,0.047,0.001,0.001,0.004,16,12,2022 row per 0,1,22162000
R32,R1234ZEE,0.66665,0.33335,320.002,25.557,662.442,0.046,0.001,0.001,0.004,16,12,2022 row per 0,1,25557000
R32,R1234ZEE,0.66665,0.33335,325.007,28.927,669.324,0.044,0.002,0.002,0.008,16,12,2022 row per 0,1,28927000
R32,R1234ZEE,0.66665,0.33335,329.998,32.279,676.035,0.043,0.002,0.002,0.013,16,12,2022 row per 0,1,32279000
R32,R1234ZEE,0.66665,0.33335,335.002,35.587,682.361,0.042,0.002,0.003,0.018,16,12,2022 row per 0,1,35587000
R32,R1234ZEE,0.66665,0.33335,340.007,38.899,688.646,0.042,0.002,0.001,0.004,16,12,2022 row per 0,1,38899000
R32,R1234ZEE,0.66665,0.33335,345.012,42.215,694.893,0.041,0.001,0.011,0.053,16,12,2022 row per 0,1,42215000
R32,R1234ZEE,0.66665,0.33335,289.996,1.697,581.434,0.069,0.002,0.002,0.023,15,11,2022 row per 0,1,1697000
R32,R1234ZEE,0.66665,0.33335,294.992,4.934,590.031,0.064,0.001,0.001,0.009,16,12,2022 row per 0,1,4934000
R32,R1234ZEE,0.66665,0.33335,299.994,8.192,598.528,0.06,0.002,0.001,0.01,16,12,2022 row per 0,1,8192000
R32,R1234ZEE,0.66665,0.33335,304.993,11.445,606.742,0.056,0.001,0.001,0.007,16,12,2022 row per 0,1,11445000
R32,R1234ZEE,0.66665,0.33335,309.997,14.699,614.718,0.054,0.003,0.003,0.017,16,12,2022 row per 0,1,14699000
R32,R1234ZEE,0.66665,0.33335,314.991,17.948,622.491,0.051,0.002,0.001,0.013,16,12,2022 row per 0,1,17948000
R32,R1234ZEE,0.66665,0.33335,320.001,21.167,629.832,0.05,0.002,0.011,0.077,16,12,2022 row per 0,1,21167000
R32,R1234ZEE,0.66665,0.33335,325.007,24.37,636.891,0.048,0.001,0.001,0.005,16,12,2022 row per 0,1,24370000
R32,R1234ZEE,0.66665,0.33335,329.999,27.569,643.882,0.046,0.001,0.001,0.003,16,12,2022 row per 0,1,27569000
R32,R1234ZEE,0.66665,0.33335,335.002,30.74,650.525,0.045,0.001,0.002,0.017,16,12,2022 row per 0,1,30740000
R32,R1234ZEE,0.66665,0.33335,340.008,33.911,657.087,0.044,0.001,0,0.002,16,12,2022 row per 0,1,33911000
R32,R1234ZEE,0.66665,0.33335,345.012,37.073,663.51,0.043,0,0.001,0.004,16,12,2022 row per 0,1,37073000
R32,R1234ZEE,0.66665,0.33335,294.991,1.744,554.52,0.076,0.001,0.002,0.017,15,11,2022 row per 0,1,1744000
R32,R1234ZEE,0.66665,0.33335,299.993,4.824,563.554,0.07,0.001,0,0.003,15,11,2022 row per 0,1,4824000
R32,R1234ZEE,0.66665,0.33335,304.992,7.921,572.421,0.065,0.002,0.001,0.014,16,12,2022 row per 0,1,7921000
R32,R1234ZEE,0.66665,0.33335,309.995,11.02,580.96,0.061,0.002,0.001,0.011,16,12,2022 row per 0,1,11020000
R32,R1234ZEE,0.66665,0.33335,314.991,14.105,589.128,0.058,0.001,0.001,0.005,16,12,2022 row per 0,1,14105000
R32,R1234ZEE,0.66665,0.33335,320.001,17.197,597.077,0.055,0.001,0.002,0.015,16,12,2022 row per 0,1,17197000
R32,R1234ZEE,0.66665,0.33335,325.007,20.284,604.788,0.053,0.001,0.001,0.007,16,12,2022 row per 0,1,20284000
R32,R1234ZEE,0.66665,0.33335,329.998,23.347,612.186,0.051,0.001,0.001,0.01,16,12,2022 row per 0,1,23347000
R32,R1234ZEE,0.66665,0.33335,335.004,26.379,619.138,0.049,0.001,0.001,0.012,16,12,2022 row per 0,1,26379000
R32,R1234ZEE,0.66665,0.33335,340.008,29.414,626.011,0.047,0.003,0.001,0.003,16,12,2022 row per 0,1,29414000
R32,R1234ZEE,0.66665,0.33335,345.012,32.437,632.704,0.046,0.001,0.001,0.005,16,12,2022 row per 0,1,32437000
R32,R1234ZEE,0.66665,0.33335,299.992,1.909,528.489,0.084,0.001,0.001,0.007,16,12,2022 row per 0,1,1909000
R32,R1234ZEE,0.66665,0.33335,304.992,4.834,537.959,0.077,0.002,0.001,0.009,14,10,2022 row per 0,1,4834000
R32,R1234ZEE,0.66665,0.33335,309.994,7.768,547.052,0.071,0.002,0.001,0.007,16,12,2022 row per 0,1,7768000
R32,R1234ZEE,0.66665,0.33335,314.99,10.698,555.759,0.066,0.002,0.002,0.015,15,11,2022 row per 0,1,10698000
R32,R1234ZEE,0.66665,0.33335,320.002,13.646,564.272,0.062,0.003,0.001,0.011,7,5,2022 row per 0,1,13646000
R32,R1234ZEE,0.66665,0.33335,325.007,16.57,572.292,0.059,0.002,0.001,0.011,16,12,2022 row per 0,1,16570000
R32,R1234ZEE,0.66665,0.33335,329.997,19.492,580.122,0.056,0.002,0.005,0.042,15,11,2022 row per 0,1,19492000
R32,R1234ZEE,0.66665,0.33335,335.002,22.393,587.537,0.054,0.002,0.002,0.016,15,11,2022 row per 0,1,22393000
R32,R1234ZEE,0.66665,0.33335,340.007,25.293,594.766,0.052,0.002,0.001,0.005,16,12,2022 row per 0,1,25293000
R32,R1234ZEE,0.66665,0.33335,345.012,28.186,601.803,0.05,0.001,0.001,0.006,16,12,2022 row per 0,1,28186000
R32,R1234ZEE,0.66665,0.33335,304.991,2.088,502.18,0.095,0.001,0.002,0.021,16,12,2022 row per 0,1,2088000
R32,R1234ZEE,0.66665,0.33335,309.994,4.862,512.116,0.085,0.001,0.001,0.006,15,11,2022 row per 0,1,4862000
R32,R1234ZEE,0.66665,0.33335,314.99,7.641,521.595,0.078,0.002,0,0.005,16,12,2022 row per 0,1,7641000
R32,R1234ZEE,0.66665,0.33335,320,10.429,530.653,0.072,0.002,0.001,0.01,15,11,2022 row per 0,1,10429000
R32,R1234ZEE,0.66665,0.33335,325.009,13.216,539.336,0.068,0.005,0,0.008,10,6,2022 row per 0,1,13216000
R32,R1234ZEE,0.66665,0.33335,329.997,15.982,547.555,0.064,0.003,0.001,0.008,16,12,2022 row per 0,1,15982000
R32,R1234ZEE,0.66665,0.33335,335.002,18.735,555.306,0.06,0.003,0.001,0.009,15,11,2022 row per 0,1,18735000
R32,R1234ZEE,0.66665,0.33335,340.007,21.483,562.846,0.058,0.002,0.01,0.075,13,9,2022 row per 0,1,21483000
R32,R1234ZEE,0.66665,0.33335,345.012,24.213,570.036,0.055,0.001,0.001,0.006,16,12,2022 row per 0,1,24213000
R32,R1234ZEE,0.66665,0.33335,309.992,2.264,475.261,0.108,0.003,0.001,0.012,13,9,2022 row per 0,1,2264000
R32,R1234ZEE,0.66665,0.33335,314.989,4.878,485.657,0.096,0.001,0.001,0.006,13,9,2022 row per 0,1,4878000
R32,R1234ZEE,0.66665,0.33335,319.999,7.506,495.487,0.087,0.002,0.001,0.008,10,6,2022 row per 0,1,7506000
R32,R1234ZEE,0.66665,0.33335,325.005,10.142,504.893,0.08,0.001,0.001,0.017,16,12,2022 row per 0,1,10142000
R32,R1234ZEE,0.66665,0.33335,329.998,12.763,513.746,0.074,0.002,0.001,0.011,15,11,2022 row per 0,1,12763000
