#FLD1,FLD2 - Fluid names as inputs for REFPROP,,,,,,,,,,,,,,
#z_1,z_2 - mole fractions, T - Absolute temperature in Kelvins, p - Pressure in megapascals (MPa), w - Speed of sound in meters per second (m.s^-1),,,,,,,,,,,
# Uc(w) - Combined expanded uncertainty (k=2) of the speed of sound as a percentage of the measured value,,,,,,,,,,,,,,,
#sigma_T, sigma_p, and sigma_w - Standard deviation of the temperature, pressure, and speed of sound for the duration of each measurement,,,,,,,,,,,
#N_temp - number of temperatures averaged, N_echos - number of speed of sound repetitions averaged,,,,,,,,,,,,,,
FLD1,FLD2,z_1 / mole frac.,z_2 / mole frac.,T / K,p / MPa,w / m/s,Uc(w) / %,sigma_T / K,sigma_p / MPa,sigma_w / m s^-1,N_temp,N_echo,bibkey,weight,p / Pa
R1234ZEE,R227EA,0.33265,0.66735,340.007,20.733,501.071,0.057,0.002,0.002,0.017,16,12,2022 row per 1,1,20733000
R1234ZEE,R227EA,0.33265,0.66735,345.012,23.173,507.387,0.055,0.001,0,0.002,16,12,2022 row per 1,1,23173000
R1234ZEE,R227EA,0.33265,0.66735,304.99,1.109,422.591,0.098,0.002,0.002,0.02,12,8,2022 row per 1,1,1109000
R1234ZEE,R227EA,0.33265,0.66735,309.994,3.483,431.346,0.091,0.002,0.001,0.016,11,7,2022 row per 1,1,3483000
R1234ZEE,R227EA,0.33265,0.66735,314.99,5.86,439.72,0.084,0.001,0.002,0.028,16,12,2022 row per 1,1,5860000
R1234ZEE,R227EA,0.33265,0.66735,320,8.241,447.728,0.078,0.001,0.002,0.02,13,9,2022 row per 1,1,8241000
R1234ZEE,R227EA,0.33265,0.66735,325.007,10.617,455.413,0.074,0.003,0.001,0.014,11,8,2022 row per 1,1,10617000
R1234ZEE,R227EA,0.33265,0.66735,329.996,12.978,462.748,0.07,0.004,0.001,0.006,16,12,2022 row per 1,1,12978000
R1234ZEE,R227EA,0.33265,0.66735,335.001,15.291,469.451,0.066,0.001,0.009,0.08,13,9,2022 row per 1,1,15291000
R1234ZEE,R227EA,0.33265,0.66735,340.007,17.608,475.988,0.063,0.001,0.003,0.022,16,12,2022 row per 1,1,17608000
R1234ZEE,R227EA,0.33265,0.66735,345.012,19.938,482.518,0.061,0.001,0.002,0.013,16,12,2022 row per 1,1,19938000
R1234ZEE,R227EA,0.33265,0.66735,309.994,1.305,403.552,0.108,0.001,0.001,0.008,10,7,2022 row per 1,1,1305000
R1234ZEE,R227EA,0.33265,0.66735,314.991,3.546,412.365,0.099,0.001,0.001,0.005,8,6,2022 row per 1,1,3546000
R1234ZEE,R227EA,0.33265,0.66735,320,5.801,420.82,0.092,0.001,0.001,0.015,12,8,2022 row per 1,1,5801000
R1234ZEE,R227EA,0.33265,0.66735,325.008,8.053,428.882,0.085,0.003,0.002,0.021,9,6,2022 row per 1,1,8053000
R1234ZEE,R227EA,0.33265,0.66735,329.997,10.294,436.559,0.08,0.002,0.001,0.007,13,9,2022 row per 1,1,10294000
R1234ZEE,R227EA,0.33265,0.66735,335.002,12.528,443.853,0.075,0.001,0.001,0.007,12,8,2022 row per 1,1,12528000
R1234ZEE,R227EA,0.33265,0.66735,340.006,14.762,450.927,0.071,0.001,0,0.003,13,9,2022 row per 1,1,14762000
R1234ZEE,R227EA,0.33265,0.66735,345.012,16.994,457.792,0.068,0,0,0.002,13,9,2022 row per 1,1,16994000
R1234ZEE,R227EA,0.33265,0.66735,314.988,1.411,383.283,0.121,0.001,0.001,0.017,9,6,2022 row per 1,1,1411000
R1234ZEE,R227EA,0.33265,0.66735,319.999,3.535,392.356,0.11,0.001,0.001,0.011,13,9,2022 row per 1,1,3535000
R1234ZEE,R227EA,0.33265,0.66735,325.006,5.662,400.945,0.101,0.002,0.001,0.014,12,8,2022 row per 1,1,5662000
R1234ZEE,R227EA,0.33265,0.66735,329.998,7.782,409.074,0.094,0.002,0.002,0.018,12,8,2022 row per 1,1,7782000
R1234ZEE,R227EA,0.33265,0.66735,335.001,9.886,416.623,0.087,0.001,0,0.009,16,12,2022 row per 1,1,9886000
R1234ZEE,R227EA,0.33265,0.66735,340.007,12.002,424.036,0.082,0.001,0,0.001,11,8,2022 row per 1,1,12002000
R1234ZEE,R227EA,0.33265,0.66735,345.013,14.117,431.205,0.077,0.003,0,0.001,7,4,2022 row per 1,1,14117000
R1234ZEE,R227EA,0.33265,0.66735,319.999,1.467,361.899,0.138,0.002,0.001,0.011,11,7,2022 row per 1,1,1467000
R1234ZEE,R227EA,0.33265,0.66735,325.005,3.458,371.107,0.125,0.002,0.001,0.173,12,8,2022 row per 1,1,3458000
R1234ZEE,R227EA,0.33265,0.66735,329.997,5.448,379.872,0.114,0.002,0.001,0.004,13,9,2022 row per 1,1,5448000
R1234ZEE,R227EA,0.33265,0.66735,335.004,7.431,387.969,0.105,0.005,0.001,0.02,11,7,2022 row per 1,1,7431000
R1234ZEE,R227EA,0.33265,0.66735,340.005,9.423,395.778,0.097,0.002,0,0.004,16,12,2022 row per 1,1,9423000
R1234ZEE,R227EA,0.33265,0.66735,345.012,11.417,403.311,0.09,0.002,0,0.001,10,6,2022 row per 1,1,11417000
R1234ZEE,R227EA,0.33265,0.66735,325.005,1.545,340.599,0.159,0.001,0.001,0.017,9,5,2022 row per 1,1,1545000
R1234ZEE,R227EA,0.33265,0.66735,329.996,3.405,350.071,0.143,0.003,0,0.008,16,12,2022 row per 1,1,3405000
R1234ZEE,R227EA,0.33265,0.66735,335.002,5.258,358.701,0.129,0.002,0.001,0.02,10,6,2022 row per 1,1,5258000
R1234ZEE,R227EA,0.33265,0.66735,340.007,7.124,367.006,0.118,0.002,0,0.003,7,4,2022 row per 1,1,7124000
R1234ZEE,R227EA,0.33265,0.66735,345.012,8.997,374.987,0.108,0.003,0.001,0.007,15,11,2022 row per 1,1,8997000
R1234ZEE,R227EA,0.33265,0.66735,329.997,1.695,320.208,0.184,0.001,0,0.002,7,4,2022 row per 1,1,1695000
R1234ZEE,R227EA,0.33265,0.66735,335.001,3.431,329.769,0.163,0.001,0.001,0.015,15,11,2022 row per 1,1,3431000
R1234ZEE,R227EA,0.33265,0.66735,340.006,5.178,338.758,0.146,0.002,0.001,0.008,8,5,2022 row per 1,1,5178000
R1234ZEE,R227EA,0.33265,0.66735,345.012,6.933,347.28,0.133,0.001,0.001,0.006,10,7,2022 row per 1,1,6933000
R1234ZEE,R227EA,0.33265,0.66735,335,1.674,295.568,0.224,0.001,0,0.17,9,5,2022 row per 1,1,1674000
R1234ZEE,R227EA,0.33265,0.66735,340.006,3.281,305.795,0.196,0.002,0,0.006,11,7,2022 row per 1,1,3281000
R1234ZEE,R227EA,0.33265,0.66735,345.013,4.898,315.092,0.173,0.001,0,0.003,8,5,2022 row per 1,1,4898000
R1234ZEE,R227EA,0.33265,0.66735,340.006,1.985,278.046,0.258,0.002,0,0.003,7,5,2022 row per 1,1,1985000
R1234ZEE,R227EA,0.33265,0.66735,345.012,3.488,287.998,0.224,0.004,0,0.121,9,6,2022 row per 1,1,3488000
R1234ZEE,R227EA,0.33265,0.66735,345.012,2.126,255.722,0.317,0,0.001,0.153,4,2,2022 row per 1,1,2126000
R1234ZEE,R227EA,0.66803,0.33197,230.003,0.053,779.721,0.041,0.01,0,0.012,16,12,2022 row per 1,1,53000
R1234ZEE,R227EA,0.66803,0.33197,235.014,0.063,757.298,0.041,0.006,0,0.111,16,12,2022 row per 1,1,63000
R1234ZEE,R227EA,0.66803,0.33197,239.996,0.074,734.91,0.041,0.001,0,0.035,16,12,2022 row per 1,1,74000
R1234ZEE,R227EA,0.66803,0.33197,245.001,0.088,712.527,0.042,0.001,0,0.001,16,12,2022 row per 1,1,88000
R1234ZEE,R227EA,0.66803,0.33197,250.004,0.107,690.311,0.044,0.001,0,0.009,16,12,2022 row per 1,1,107000
R1234ZEE,R227EA,0.66803,0.33197,254.994,0.129,668.279,0.047,0.006,0.001,0.001,16,12,2022 row per 1,1,129000
R1234ZEE,R227EA,0.66803,0.33197,259.987,0.152,646.362,0.048,0.001,0,0.016,16,12,2022 row per 1,1,152000
R1234ZEE,R227EA,0.66803,0.33197,269.988,0.213,602.624,0.053,0.006,0,0.059,16,12,2022 row per 1,1,213000
R1234ZEE,R227EA,0.66803,0.33197,274.996,0.253,580.89,0.057,0.002,0,0.004,16,12,2022 row per 1,1,253000
R1234ZEE,R227EA,0.66803,0.33197,279.999,0.298,559.193,0.06,0.001,0,0.002,16,12,2022 row per 1,1,298000
R1234ZEE,R227EA,0.66803,0.33197,285.001,0.347,537.518,0.065,0.001,0.001,0.003,16,12,2022 row per 1,1,347000
R1234ZEE,R227EA,0.66803,0.33197,290.003,0.406,515.853,0.07,0.001,0,0.003,13,9,2022 row per 1,1,406000
R1234ZEE,R227EA,0.66803,0.33197,235.009,0.447,759.575,0.044,0.014,0.001,0.016,16,12,2022 row per 1,1,447000
R1234ZEE,R227EA,0.66803,0.33197,240.003,0.452,737.642,0.043,0.01,0,0.206,8,6,2022 row per 1,1,452000
R1234ZEE,R227EA,0.66803,0.33197,240.003,0.455,737.188,0.042,0.007,0,0,16,12,2022 row per 1,1,455000
R1234ZEE,R227EA,0.66803,0.33197,245.005,0.462,715.203,0.042,0.002,0.001,0.264,16,12,2022 row per 1,1,462000
R1234ZEE,R227EA,0.66803,0.33197,250.002,0.465,693.131,0.044,0.002,0,0.317,16,12,2022 row per 1,1,465000
R1234ZEE,R227EA,0.66803,0.33197,254.987,0.469,670.835,0.047,0.01,0,0.127,16,12,2022 row per 1,1,469000
R1234ZEE,R227EA,0.66803,0.33197,259.986,0.475,648.959,0.048,0.002,0,0.172,16,12,2022 row per 1,1,475000
R1234ZEE,R227EA,0.66803,0.33197,269.99,1.033,609.659,0.052,0.002,0.002,0.018,16,12,2022 row per 1,1,1033000
R1234ZEE,R227EA,0.66803,0.33197,274.995,4.491,616.426,0.05,0.001,0.001,0.005,16,12,2022 row per 1,1,4491000
R1234ZEE,R227EA,0.66803,0.33197,280,8.049,623.896,0.048,0.002,0.002,0.018,16,12,2022 row per 1,1,8049000
R1234ZEE,R227EA,0.66803,0.33197,285.001,11.526,630.687,0.047,0,0.002,0.01,16,12,2022 row per 1,1,11526000
R1234ZEE,R227EA,0.66803,0.33197,290.003,14.982,637.284,0.046,0.001,0.001,0.004,16,12,2022 row per 1,1,14982000
R1234ZEE,R227EA,0.66803,0.33197,294.998,18.419,643.731,0.044,0.001,0.001,0.007,16,12,2022 row per 1,1,18419000
R1234ZEE,R227EA,0.66803,0.33197,299.999,21.844,650.052,0.043,0.001,0.001,0.006,16,12,2022 row per 1,1,21844000
R1234ZEE,R227EA,0.66803,0.33197,304.997,25.231,656.124,0.042,0.002,0.001,0.007,16,12,2022 row per 1,1,25231000
R1234ZEE,R227EA,0.66803,0.33197,309.999,28.622,662.194,0.042,0.002,0.001,0.007,16,12,2022 row per 1,1,28622000
R1234ZEE,R227EA,0.66803,0.33197,314.995,31.989,668.123,0.041,0.002,0.001,0.002,16,12,2022 row per 1,1,31989000
R1234ZEE,R227EA,0.66803,0.33197,320.004,35.312,673.762,0.04,0.002,0.008,0.044,16,12,2022 row per 1,1,35312000
R1234ZEE,R227EA,0.66803,0.33197,320.005,35.204,673.17,0.04,0.002,0.003,0.012,16,12,2022 row per 1,1,35204000
R1234ZEE,R227EA,0.66803,0.33197,325.009,38.483,678.612,0.04,0.001,0.008,0.043,16,12,2022 row per 1,1,38483000
R1234ZEE,R227EA,0.66803,0.33197,330,41.708,683.805,0.039,0.001,0.011,0.059,16,12,2022 row per 1,1,41708000
R1234ZEE,R227EA,0.66803,0.33197,335.002,44.866,688.638,0.039,0.002,0.015,0.079,16,12,2022 row per 1,1,44866000
R1234ZEE,R227EA,0.66803,0.33197,340.007,48.022,693.492,0.038,0.001,0.014,0.071,16,12,2022 row per 1,1,48022000
R1234ZEE,R227EA,0.66803,0.33197,274.992,1.213,589.52,0.055,0.001,0.001,0.007,16,12,2022 row per 1,1,1213000
R1234ZEE,R227EA,0.66803,0.33197,279.997,4.543,596.582,0.053,0.001,0.001,0.01,16,12,2022 row per 1,1,4543000
R1234ZEE,R227EA,0.66803,0.33197,284.999,7.874,603.576,0.051,0.001,0,0.003,16,12,2022 row per 1,1,7874000
R1234ZEE,R227EA,0.66803,0.33197,290.001,11.198,610.441,0.049,0.001,0.001,0.008,16,12,2022 row per 1,1,11198000
R1234ZEE,R227EA,0.66803,0.33197,294.995,14.51,617.164,0.048,0.005,0.001,0.004,16,12,2022 row per 1,1,14510000
R1234ZEE,R227EA,0.66803,0.33197,299.999,17.813,623.752,0.046,0.003,0.006,0.029,16,12,2022 row per 1,1,17813000
R1234ZEE,R227EA,0.66803,0.33197,304.996,21.164,630.596,0.045,0.001,0.005,0.033,16,12,2022 row per 1,1,21164000
R1234ZEE,R227EA,0.66803,0.33197,309.999,24.461,637.032,0.044,0.001,0.003,0.019,16,12,2022 row per 1,1,24461000
R1234ZEE,R227EA,0.66803,0.33197,314.994,27.724,643.237,0.043,0.001,0.001,0.007,16,12,2022 row per 1,1,27724000
R1234ZEE,R227EA,0.66803,0.33197,320.002,30.973,649.279,0.042,0.003,0.002,0.009,16,12,2022 row per 1,1,30973000
R1234ZEE,R227EA,0.66803,0.33197,325.009,34.192,655.128,0.041,0.001,0.001,0.004,16,12,2022 row per 1,1,34192000
R1234ZEE,R227EA,0.66803,0.33197,330,37.386,660.862,0.041,0.002,0.001,0.005,16,12,2022 row per 1,1,37386000
R1234ZEE,R227EA,0.66803,0.33197,335.003,40.524,666.237,0.04,0.001,0.004,0.024,16,12,2022 row per 1,1,40524000
R1234ZEE,R227EA,0.66803,0.33197,340.008,43.67,671.652,0.039,0.001,0.001,0.008,16,12,2022 row per 1,1,43670000
R1234ZEE,R227EA,0.66803,0.33197,345.013,46.803,677.002,0.039,0,0.001,0.007,16,12,2022 row per 1,1,46803000
R1234ZEE,R227EA,0.66803,0.33197,279.994,1.084,566.725,0.059,0.002,0.002,0.017,16,12,2022 row per 1,1,1084000
R1234ZEE,R227EA,0.66803,0.33197,284.996,4.255,573.957,0.056,0.002,0.001,0.005,16,12,2022 row per 1,1,4255000
R1234ZEE,R227EA,0.66803,0.33197,289.999,7.438,581.18,0.054,0.001,0.001,0.01,16,12,2022 row per 1,1,7438000
R1234ZEE,R227EA,0.66803,0.33197,294.993,10.579,587.989,0.052,0.001,0.017,0.131,16,12,2022 row per 1,1,10579000
R1234ZEE,R227EA,0.66803,0.33197,299.995,13.705,594.556,0.05,0.003,0.002,0.018,16,12,2022 row per 1,1,13705000
R1234ZEE,R227EA,0.66803,0.33197,304.995,16.862,601.312,0.048,0.002,0.001,0.007,16,12,2022 row per 1,1,16862000
R1234ZEE,R227EA,0.66803,0.33197,309.998,20.016,607.958,0.047,0.002,0.001,0.013,16,12,2022 row per 1,1,20016000
R1234ZEE,R227EA,0.66803,0.33197,314.992,23.151,614.438,0.046,0.002,0.001,0.009,16,12,2022 row per 1,1,23151000
R1234ZEE,R227EA,0.66803,0.33197,320.003,26.278,620.767,0.045,0.002,0.001,0.009,16,12,2022 row per 1,1,26278000
R1234ZEE,R227EA,0.66803,0.33197,325.008,29.384,626.923,0.044,0.002,0.001,0.005,16,12,2022 row per 1,1,29384000
R1234ZEE,R227EA,0.66803,0.33197,329.999,32.463,632.908,0.043,0.002,0.001,0.004,16,12,2022 row per 1,1,32463000
R1234ZEE,R227EA,0.66803,0.33197,335.003,35.506,638.616,0.042,0.001,0.003,0.016,16,12,2022 row per 1,1,35506000
R1234ZEE,R227EA,0.66803,0.33197,340.006,38.543,644.27,0.041,0.002,0.001,0.004,16,12,2022 row per 1,1,38543000
R1234ZEE,R227EA,0.66803,0.33197,345.012,41.571,649.855,0.04,0.001,0.001,0.004,16,12,2022 row per 1,1,41571000
R1234ZEE,R227EA,0.66803,0.33197,284.994,1.314,547.197,0.062,0.001,0.001,0.012,16,12,2022 row per 1,1,1314000
R1234ZEE,R227EA,0.66803,0.33197,289.997,4.365,554.738,0.059,0.001,0.001,0.006,16,12,2022 row per 1,1,4365000
R1234ZEE,R227EA,0.66803,0.33197,294.993,7.42,562.171,0.056,0.001,0.001,0.005,11,8,2022 row per 1,1,7420000
R1234ZEE,R227EA,0.66803,0.33197,299.995,10.466,569.355,0.054,0.001,0.001,0.008,16,12,2022 row per 1,1,10466000
R1234ZEE,R227EA,0.66803,0.33197,304.994,13.507,576.394,0.052,0.001,0,0.004,16,12,2022 row per 1,1,13507000
R1234ZEE,R227EA,0.66803,0.33197,309.998,16.549,583.309,0.05,0.003,0.012,0.073,16,12,2022 row per 1,1,16549000
R1234ZEE,R227EA,0.66803,0.33197,314.991,19.574,590.054,0.049,0.004,0.014,0.077,16,12,2022 row per 1,1,19574000
R1234ZEE,R227EA,0.66803,0.33197,320.003,22.645,596.981,0.047,0.002,0.001,0.005,16,12,2022 row per 1,1,22645000
R1234ZEE,R227EA,0.66803,0.33197,325.008,25.638,603.29,0.046,0.001,0.001,0.005,16,12,2022 row per 1,1,25638000
R1234ZEE,R227EA,0.66803,0.33197,329.999,28.613,609.46,0.045,0.001,0.002,0.012,16,12,2022 row per 1,1,28613000
R1234ZEE,R227EA,0.66803,0.33197,335.003,31.531,615.194,0.044,0.002,0.004,0.024,16,12,2022 row per 1,1,31531000
R1234ZEE,R227EA,0.66803,0.33197,340.007,34.458,620.958,0.043,0.001,0.002,0.01,16,12,2022 row per 1,1,34458000
R1234ZEE,R227EA,0.66803,0.33197,345.012,37.38,626.666,0.042,0.001,0,0.001,16,12,2022 row per 1,1,37380000
R1234ZEE,R227EA,0.66803,0.33197,289.995,1.137,523.745,0.068,0.001,0.024,0.231,16,12,2022 row per 1,1,1137000
R1234ZEE,R227EA,0.66803,0.33197,294.992,3.997,531.144,0.064,0.001,0.003,0.027,16,12,2022 row per 1,1,3997000
R1234ZEE,R227EA,0.66803,0.33197,299.994,6.895,538.71,0.061,0.002,0.001,0.01,14,10,2022 row per 1,1,6895000
R1234ZEE,R227EA,0.66803,0.33197,304.993,9.787,546.05,0.058,0.001,0.001,0.008,16,12,2022 row per 1,1,9787000
R1234ZEE,R227EA,0.66803,0.33197,309.995,12.667,553.139,0.056,0.001,0.002,0.016,16,12,2022 row per 1,1,12667000
R1234ZEE,R227EA,0.66803,0.33197,314.992,15.528,559.975,0.054,0.003,0.004,0.028,15,11,2022 row per 1,1,15528000
R1234ZEE,R227EA,0.66803,0.33197,320.001,18.364,566.481,0.052,0.001,0.007,0.046,16,12,2022 row per 1,1,18364000
R1234ZEE,R227EA,0.66803,0.33197,325.007,21.179,572.767,0.05,0.003,0.008,0.054,16,12,2022 row per 1,1,21179000
R1234ZEE,R227EA,0.66803,0.33197,329.999,23.976,578.896,0.049,0.002,0.006,0.035,16,12,2022 row per 1,1,23976000
R1234ZEE,R227EA,0.66803,0.33197,335.002,26.756,584.82,0.047,0.002,0.004,0.032,15,11,2022 row per 1,1,26756000
R1234ZEE,R227EA,0.66803,0.33197,340.007,29.549,590.789,0.046,0.002,0.001,0.009,16,12,2022 row per 1,1,29549000
R1234ZEE,R227EA,0.66803,0.33197,345.012,32.341,596.706,0.045,0.003,0.001,0.006,16,12,2022 row per 1,1,32341000
R1234ZEE,R227EA,0.66803,0.33197,294.991,1.279,503.415,0.073,0.001,0,0.004,16,12,2022 row per 1,1,1279000
R1234ZEE,R227EA,0.66803,0.33197,299.993,4.055,511.475,0.068,0.001,0.002,0.018,12,8,2022 row per 1,1,4055000
R1234ZEE,R227EA,0.66803,0.33197,304.993,6.835,519.32,0.065,0.001,0.001,0.015,13,9,2022 row per 1,1,6835000
R1234ZEE,R227EA,0.66803,0.33197,309.995,9.617,526.944,0.061,0.002,0.001,0.011,16,12,2022 row per 1,1,9617000
R1234ZEE,R227EA,0.66803,0.33197,314.989,12.347,533.989,0.059,0.002,0.009,0.071,16,12,2022 row per 1,1,12347000
R1234ZEE,R227EA,0.66803,0.33197,320.002,15.098,540.965,0.056,0.002,0.002,0.016,16,12,2022 row per 1,1,15098000
R1234ZEE,R227EA,0.66803,0.33197,325.007,17.854,547.903,0.054,0.001,0.001,0.009,16,12,2022 row per 1,1,17854000
R1234ZEE,R227EA,0.66803,0.33197,329.998,20.587,554.587,0.052,0.001,0.001,0.006,16,12,2022 row per 1,1,20587000
R1234ZEE,R227EA,0.66803,0.33197,335.002,23.303,560.996,0.051,0.001,0.001,0.01,15,11,2022 row per 1,1,23303000
R1234ZEE,R227EA,0.66803,0.33197,340.007,26.013,567.284,0.049,0.002,0,0.002,16,12,2022 row per 1,1,26013000
R1234ZEE,R227EA,0.66803,0.33197,345.012,28.714,573.448,0.048,0,0.001,0.002,16,12,2022 row per 1,1,28714000
R1234ZEE,R227EA,0.66803,0.33197,299.992,1.292,481.623,0.079,0.002,0.001,0.008,16,12,2022 row per 1,1,1292000
R1234ZEE,R227EA,0.66803,0.33197,304.992,3.994,490.588,0.074,0.001,0.001,0.011,11,7,2022 row per 1,1,3994000
R1234ZEE,R227EA,0.66803,0.33197,309.995,6.699,499.192,0.069,0.003,0.001,0.011,14,10,2022 row per 1,1,6699000
R1234ZEE,R227EA,0.66803,0.33197,314.991,9.396,507.42,0.066,0.001,0.001,0.008,16,12,2022 row per 1,1,9396000
R1234ZEE,R227EA,0.66803,0.33197,320.002,12.108,515.433,0.062,0.001,0.004,0.043,13,9,2022 row per 1,1,12108000
R1234ZEE,R227EA,0.66803,0.33197,325.006,14.789,523.001,0.059,0.001,0.002,0.018,15,11,2022 row per 1,1,14789000
R1234ZEE,R227EA,0.66803,0.33197,329.998,17.455,530.263,0.057,0.002,0.007,0.046,16,12,2022 row per 1,1,17455000
R1234ZEE,R227EA,0.66803,0.33197,335.002,20.098,537.171,0.055,0.001,0.002,0.018,12,8,2022 row per 1,1,20098000
R1234ZEE,R227EA,0.66803,0.33197,340.008,22.742,543.941,0.053,0.002,0.002,0.011,14,10,2022 row per 1,1,22742000
R1234ZEE,R227EA,0.66803,0.33197,345.012,25.378,550.538,0.051,0.002,0.001,0.006,16,12,2022 row per 1,1,25378000
R1234ZEE,R227EA,0.66803,0.33197,304.991,1.176,458.032,0.088,0.001,0.001,0.009,12,8,2022 row per 1,1,1176000
R1234ZEE,R227EA,0.66803,0.33197,309.995,3.732,467.269,0.081,0.002,0.002,0.021,14,10,2022 row per 1,1,3732000
R1234ZEE,R227EA,0.66803,0.33197,314.989,6.283,476.046,0.076,0.001,0.001,0.008,13,9,2022 row per 1,1,6283000
R1234ZEE,R227EA,0.66803,0.33197,320,8.832,484.354,0.071,0.001,0.001,0.008,16,12,2022 row per 1,1,8832000
R1234ZEE,R227EA,0.66803,0.33197,325.006,11.37,492.282,0.068,0.001,0.002,0.015,13,9,2022 row per 1,1,11370000
R1234ZEE,R227EA,0.66803,0.33197,329.998,13.92,500.104,0.064,0.002,0.002,0.023,15,11,2022 row per 1,1,13920000
R1234ZEE,R227EA,0.66803,0.33197,335.003,16.403,507.121,0.061,0.003,0.015,0.121,16,12,2022 row per 1,1,16403000
R1234ZEE,R227EA,0.66803,0.33197,340.008,18.918,514.183,0.059,0.002,0.001,0.007,9,6,2022 row per 1,1,18918000
R1234ZEE,R227EA,0.66803,0.33197,345.013,21.422,521.04,0.056,0.001,0.002,0.018,14,10,2022 row per 1,1,21422000
R1234ZEE,R227EA,0.66803,0.33197,309.993,1.287,437.016,0.097,0.002,0.001,0.009,13,9,2022 row per 1,1,1287000
R1234ZEE,R227EA,0.66803,0.33197,314.99,3.694,446.312,0.089,0.003,0.001,0.008,13,9,2022 row per 1,1,3694000
R1234ZEE,R227EA,0.66803,0.33197,320.001,6.108,455.142,0.083,0.002,0.001,0.009,9,6,2022 row per 1,1,6108000
R1234ZEE,R227EA,0.66803,0.33197,325.006,8.485,463.181,0.078,0.001,0.004,0.046,16,12,2022 row per 1,1,8485000
R1234ZEE,R227EA,0.66803,0.33197,329.998,10.848,470.828,0.073,0.002,0.004,0.042,13,9,2022 row per 1,1,10848000
R1234ZEE,R227EA,0.66803,0.33197,335.001,13.187,478.006,0.07,0.001,0.013,0.123,13,9,2022 row per 1,1,13187000
R1234ZEE,R227EA,0.66803,0.33197,340.006,15.524,484.95,0.066,0.002,0.007,0.064,16,12,2022 row per 1,1,15524000
R1234ZEE,R227EA,0.66803,0.33197,345.012,17.878,491.876,0.063,0,0.001,0.01,9,6,2022 row per 1,1,17878000
R1234ZEE,R227EA,0.66803,0.33197,314.988,1.421,416.152,0.108,0.002,0,0.002,16,12,2022 row per 1,1,1421000
R1234ZEE,R227EA,0.66803,0.33197,319.999,3.707,425.708,0.099,0.002,0.001,0.01,10,6,2022 row per 1,1,3707000
R1234ZEE,R227EA,0.66803,0.33197,325.004,5.99,434.691,0.092,0.006,0.001,0.009,9,5,2022 row per 1,1,5990000
R1234ZEE,R227EA,0.66803,0.33197,329.997,8.262,443.162,0.085,0.002,0.001,0.012,13,9,2022 row per 1,1,8262000
R1234ZEE,R227EA,0.66803,0.33197,335.002,10.522,451.076,0.08,0.001,0.002,0.018,10,7,2022 row per 1,1,10522000
R1234ZEE,R227EA,0.66803,0.33197,340.008,12.787,458.768,0.075,0.001,0.001,0.008,16,12,2022 row per 1,1,12787000
R1234ZEE,R227EA,0.66803,0.33197,345.012,15.055,466.242,0.071,0.001,0,0.001,13,9,2022 row per 1,1,15055000
R1234ZEE,R227EA,0.66803,0.33197,319.999,1.571,395.329,0.121,0.003,0.001,0.015,16,12,2022 row per 1,1,1571000
R1234ZEE,R227EA,0.66803,0.33197,325.006,3.713,404.905,0.11,0.002,0.002,0.022,7,4,2022 row per 1,1,3713000
R1234ZEE,R227EA,0.66803,0.33197,329.997,5.84,413.74,0.101,0.003,0.002,0.031,7,4,2022 row per 1,1,5840000
R1234ZEE,R227EA,0.66803,0.33197,335.001,7.947,421.828,0.094,0.001,0.006,0.083,11,7,2022 row per 1,1,7947000
R1234ZEE,R227EA,0.66803,0.33197,340.007,10.06,429.658,0.088,0.002,0.007,0.082,12,8,2022 row per 1,1,10060000
R1234ZEE,R227EA,0.66803,0.33197,345.013,12.157,437.017,0.083,0.004,0.007,0.076,13,9,2022 row per 1,1,12157000
R1234ZEE,R227EA,0.66803,0.33197,325.004,1.528,371.159,0.139,0.001,0,0.007,11,7,2022 row per 1,1,1528000
R1234ZEE,R227EA,0.66803,0.33197,329.996,3.533,381.131,0.126,0.001,0,0.003,16,12,2022 row per 1,1,3533000
R1234ZEE,R227EA,0.66803,0.33197,335.002,5.533,390.25,0.115,0.001,0,0.007,5,3,2022 row per 1,1,5533000
R1234ZEE,R227EA,0.66803,0.33197,340.007,7.545,399.012,0.106,0.002,0.001,0.007,9,5,2022 row per 1,1,7545000
R1234ZEE,R227EA,0.66803,0.33197,345.013,9.561,407.376,0.098,0.001,0,0.005,10,6,2022 row per 1,1,9561000
R1234ZEE,R227EA,0.66803,0.33197,329.997,1.761,351.239,0.158,0.002,0.001,0.027,16,12,2022 row per 1,1,1761000
R1234ZEE,R227EA,0.66803,0.33197,335.001,3.61,360.725,0.143,0.001,0.004,0.058,9,6,2022 row per 1,1,3610000
R1234ZEE,R227EA,0.66803,0.33197,340.007,5.462,369.609,0.13,0.001,0.008,0.124,12,8,2022 row per 1,1,5462000
R1234ZEE,R227EA,0.66803,0.33197,345.012,7.292,377.62,0.12,0.003,0.01,0.15,10,6,2022 row per 1,1,7292000
R1234ZEE,R227EA,0.66803,0.33197,335,1.723,325.609,0.191,0.002,0.001,0.017,8,5,2022 row per 1,1,1723000
R1234ZEE,R227EA,0.66803,0.33197,340.006,3.47,336.18,0.169,0.002,0,0.004,9,5,2022 row per 1,1,3470000
R1234ZEE,R227EA,0.66803,0.33197,345.012,5.221,345.863,0.151,0,0.001,0.012,8,6,2022 row per 1,1,5221000
