z_1 / mole frac.,z_2 / mole frac.,T / K,p / MPa,rho / kg/m^3,u(p) (kPa),Uc(r) (%),D(r) (%),FLD1,FLD2,skip,bibkey,weight,method,probable absorption
0.672054,0.327949,399.997,3.65772,98.7498,0.45,0.0279,-0.582897495,R32,R1234YF,,2023-for-mcl-0,1,,
0.672054,0.327949,400,2.82434,72.0422,0.47,0.0275,-0.458575714,R32,R1234YF,,2023-for-mcl-0,1,,
0.672054,0.327949,399.995,2.03192,49.3581,0.56,0.0275,-0.300318474,R32,R1234YF,,2023-for-mcl-0,1,,
0.672054,0.327949,399.999,1.5667,37.0195,0.27,0.0275,-0.284567231,R32,R1234YF,,2023-for-mcl-0,1,,
,,,,,,,,,,,,,,
0.33512,0.66488,293.15,0.13973,5.4957,0.03,0.0667,-0.060919613,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.15,0.2021,8.0535,0.03,0.0419,-0.074495899,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.15,0.26583,10.7419,0.03,0.039,-0.077561074,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.151,0.32796,13.4407,0.03,0.0319,-0.079805612,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.151,0.38609,16.0416,0.03,0.0292,-0.078415671,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.151,0.44361,18.6949,0.03,0.0273,-0.066481937,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.152,0.50316,21.532,0.03,0.0261,-0.048893972,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.153,0.54003,23.3388,0.03,0.0255,-0.033555158,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.15,0.54263,23.4681,0.03,0.0256,-0.032433518,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.148,0.54516,23.5942,0.03,0.0255,-0.030519372,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.149,0.54766,23.7179,0.03,0.0263,-0.031700175,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.151,0.55011,23.8399,0.03,0.0255,-0.029815059,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.153,0.55252,23.9599,0.03,0.0252,-0.028706401,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.15,0.55486,24.0774,0.03,0.0254,-0.026847849,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.148,0.55713,24.191,0.03,0.0264,-0.02683749,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.15,0.55933,24.3013,0.03,0.0252,-0.024531762,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,293.152,0.56147,24.4085,0.03,0.0252,-0.023220123,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,293.151,0.56356,24.5135,0.03,0.0254,-0.022814872,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,293.148,0.56561,24.6168,0.03,0.0253,-0.022780062,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,293.148,0.56763,24.7186,0.03,0.0251,-0.021647025,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,293.149,0.56961,24.8187,0.03,0.0251,-0.019223741,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,293.153,0.57156,24.9164,0.03,0.0251,-0.019252686,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,293.152,0.57345,25.0122,0.03,0.0251,-0.017912048,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,293.148,0.57528,25.1051,0.03,0.0253,-0.018120523,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,283.156,0.09934,4.0223,0.03,0.0751,-0.060451215,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,283.153,0.15132,6.2025,0.03,0.0511,-0.067749313,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,283.153,0.20836,8.6601,0.03,0.0412,-0.074308778,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,283.152,0.25786,10.8524,0.03,0.0349,-0.078464793,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,283.152,0.30103,12.8132,0.03,0.0323,-0.078342098,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,283.152,0.35259,15.2204,0.03,0.0296,-0.067869336,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,283.151,0.3841,16.7285,0.03,0.0288,-0.060793339,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,283.151,0.40051,17.5253,0.03,0.0279,-0.058492582,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,283.149,0.40592,17.7903,0.03,0.0277,-0.055881247,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,283.147,0.41119,18.0492,0.03,0.028,-0.054095004,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,283.147,0.41633,18.302,0.03,0.0281,-0.054439804,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,273.147,0.0793,3.321,0.03,0.0945,-0.077657202,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.146,0.13156,5.588,0.03,0.0565,-0.072299158,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.146,0.16696,7.1614,0.03,0.0461,-0.076588322,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.146,0.20975,9.1069,0.03,0.0389,-0.084677164,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.145,0.24802,10.8914,0.03,0.0347,-0.081520797,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.147,0.27411,12.1333,0.03,0.033,-0.076803815,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.149,0.28533,12.6674,0.03,0.0331,-0.125936531,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,273.149,0.28952,12.8786,0.03,0.0332,-0.060459131,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,273.149,0.29339,13.0644,0.03,0.0319,-0.076577058,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,273.157,0.08044,3.3697,0.03,0.091,-0.075439381,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.155,0.13159,5.589,0.03,0.0567,-0.074305097,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.152,0.1663,7.1316,0.03,0.046,-0.076334081,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.151,0.20818,9.0347,0.03,0.0405,-0.081430532,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.151,0.24566,10.7803,0.03,0.0351,-0.077146082,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.153,0.27121,11.9941,0.03,0.0336,-0.075272002,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,273.155,0.2861,12.7111,0.03,0.035,-0.072066097,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,273.152,0.28975,12.8878,0.03,0.0324,-0.07414694,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,263.153,0.07059,3.0691,0.03,0.1019,-0.10100244,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,263.154,0.10802,4.7512,0.03,0.0655,-0.09634588,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,263.154,0.12066,5.3285,0.03,0.0593,-0.09316638,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,263.152,0.14167,6.2983,0.03,0.0513,-0.096868746,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,263.153,0.16012,7.1614,0.03,0.0474,-0.096396501,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,263.157,0.18096,8.1496,0.03,0.0427,-0.093989813,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,263.156,0.19625,8.8839,0.03,0.0405,-0.094160402,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,253.149,0.05939,2.6823,0.03,0.1187,-0.110082614,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,253.146,0.08187,3.7272,0.03,0.0821,-0.110202524,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,253.145,0.10095,4.6281,0.03,0.067,-0.101364273,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,253.145,0.12075,5.5762,0.03,0.0571,-0.106375013,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.33512,0.66488,253.145,0.12765,5.9101,0.03,0.0561,-0.106534325,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.33512,0.66488,230.008,1.92464,1324.3678,1.74,0.0226,-0.915650457,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,230.008,1.92653,1324.3741,1.91,0.0228,-0.915484683,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,230.007,1.92641,1324.3751,1.9,0.0227,-0.915591785,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,230.009,1.92881,1324.373,1.82,0.0226,-0.915734295,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,230.012,1.93067,1324.3697,2,0.0229,-0.915677844,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,230.013,1.73014,1323.9622,1.76,0.0226,-0.913491505,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,245.008,17.47897,1317.7778,1.82,0.0224,-0.967393967,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,245.012,15.21733,1313.3991,1.32,0.0218,-0.948642216,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,245.011,13.06153,1309.1077,2.07,0.0227,-0.930117843,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,245.011,9.05861,1300.7731,1.71,0.0222,-0.893189119,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,245.012,7.18266,1296.6848,1.63,0.0221,-0.874666374,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,245.011,3.69677,1288.7585,1.91,0.0225,-0.837206763,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,245.013,2.08423,1284.9176,1.69,0.0222,-0.818637419,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,259.992,16.53246,1279.9148,1.55,0.0219,-0.888144318,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,259.996,14.5972,1275.5302,1.45,0.0218,-0.869921809,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,259.994,10.96279,1266.9258,1.65,0.0219,-0.833442756,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,259.998,9.26275,1262.6956,1.49,0.0218,-0.814948524,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,259.995,6.0726,1254.4127,1.52,0.0218,-0.777041733,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,260.001,3.16906,1246.3634,1.96,0.0224,-0.738547915,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,259.996,1.84604,1242.5418,1.69,0.022,-0.719583582,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,280,18.92091,1236.6052,1.47,0.0217,-0.823120528,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,280,17.20266,1232.0527,1.63,0.0218,-0.805465104,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,279.999,13.98885,1223.1188,1.79,0.0219,-0.769676035,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,279.998,11.03681,1214.3546,1.73,0.0219,-0.733510651,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,279.999,8.32574,1205.7607,1.49,0.0216,-0.695744109,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,280,4.66968,1193.1665,1.58,0.0217,-0.637245674,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,280.003,2.48992,1184.9902,1.41,0.0215,-0.596334817,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,280.001,1.77921,1182.2061,1.53,0.0217,-0.581984359,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,304.999,19.45722,1175.0485,1.31,0.0215,-0.727313159,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,305,16.78661,1165.8367,1.32,0.0215,-0.693352552,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,304.999,14.31899,1156.7286,1.45,0.0216,-0.658802816,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,304.998,10.97579,1143.2864,1.44,0.0215,-0.604492968,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,304.998,8.02097,1130.0774,1.41,0.0215,-0.547448709,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,304.999,5.41341,1117.0856,1.33,0.0214,-0.486486868,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,304.998,3.12536,1104.3343,1.39,0.0215,-0.4224401,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,305.001,1.75968,1095.9674,1.18,0.0213,-0.374629261,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,315.001,7.31577,1093.5254,1.15,0.0213,-0.464991545,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,325.006,12.85056,1091.2935,1.28,0.0215,-0.536184342,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,325.005,12.76094,1090.8292,1.7,0.0219,-0.533956051,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.997,21.04917,1088.1128,1.46,0.0219,-0.618728044,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.997,18.16825,1073.9491,1.43,0.0218,-0.572119677,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.996,14.81716,1055.3228,1.28,0.0217,-0.507323907,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.998,11.95679,1036.9449,1.36,0.0217,-0.437257577,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.998,8.97686,1014.2678,1.2,0.0216,-0.342927209,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.996,6.13913,987.3951,1.34,0.0217,-0.216078435,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.997,4.29113,965.2335,1.16,0.0216,-0.091869852,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,339.997,2.56784,938.3119,1.21,0.0217,0.073995585,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,349.995,5.97124,936.6477,1.09,0.0217,-0.112564826,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,360,9.41382,935.1466,1.14,0.0219,-0.253874891,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,369.998,12.87093,933.7283,1.15,0.0221,-0.361605022,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,379.997,16.33095,932.3573,1.18,0.0223,-0.442824415,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,384.997,18.05619,931.6564,1.21,0.0225,-0.47558903,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,384.998,17.55129,926.7947,1.15,0.0224,-0.466642605,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,384.998,14.87701,897.6671,1.15,0.0224,-0.415024088,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,384.998,12.18754,859.8233,1.13,0.0225,-0.361482177,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.33512,0.66488,384.999,9.08804,793.506,1.12,0.0225,-0.353214104,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,389.997,10.20743,792.943,1.11,0.0226,-0.3943957,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,394.997,11.3319,792.3842,1.1,0.0227,-0.426610362,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.002,12.46068,791.8217,1.11,0.0229,-0.451747221,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.002,10.49573,739.3899,1.12,0.0229,-0.546526496,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.002,8.99699,677.7452,1.11,0.023,-0.85728287,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.001,7.53978,569.077,1.1,0.0233,-1.959969704,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.002,6.66095,451.4645,1.09,0.0238,-2.526269541,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.003,5.88843,334.653,1.09,0.0252,-0.992892596,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.003,4.34315,183.3977,1.09,0.03,-0.007305447,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.003,3.33648,123.5891,1.09,0.0366,-0.137104617,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.004,2.11495,69.3226,1.02,0.0362,-0.300099539,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.33512,0.66488,400.004,1.429,44.2075,1.07,0.0362,-0.40060776,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,293.156,0.14644,4.469,0.03,0.0921,-0.077362346,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.155,0.31544,9.9061,0.03,0.0378,-0.124726886,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.157,0.45714,14.7307,0.03,0.0309,-0.155750983,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.159,0.60008,19.885,0.03,0.0275,-0.174449981,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.159,0.75288,25.7743,0.03,0.0275,-0.174814043,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.158,0.80083,27.7163,0.03,0.0247,-0.169507575,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.158,0.8512,29.8096,0.04,0.0249,-0.163421376,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.157,0.85352,29.9082,0.03,0.0248,-0.161060484,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,293.156,0.85578,30.0036,0.03,0.0258,-0.161359815,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,293.157,0.85792,30.0939,0.03,0.0242,-0.160942661,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,293.158,0.86004,30.1838,0.04,0.0267,-0.159397385,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,293.158,0.86225,30.2776,0.03,0.0244,-0.158519158,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,293.159,0.86465,30.3791,0.03,0.0252,-0.158584284,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,293.156,0.86697,30.4778,0.03,0.0242,-0.159569497,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,293.155,0.86926,30.5755,0.04,0.025,-0.158861552,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,293.155,0.87157,30.674,0.03,0.0243,-0.158121491,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,283.155,0.09535,2.994,0.03,0.1361,-0.067489491,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,283.158,0.21589,6.9346,0.03,0.0597,-0.10607949,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,283.157,0.30076,9.8247,0.03,0.0378,-0.131302123,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,283.155,0.4004,13.3542,0.03,0.0373,-0.158275995,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,283.157,0.50359,17.1848,0.03,0.029,-0.175596567,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,283.156,0.55138,19.0263,0.03,0.0296,-0.181884772,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,283.157,0.60055,20.9698,0.03,0.0263,-0.186192368,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,283.157,0.62241,21.851,0.03,0.0297,-0.186644716,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,273.154,0.09083,2.9607,0.03,0.1538,-0.083626431,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,273.153,0.16984,5.6313,0.03,0.0581,-0.106557972,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,273.155,0.22292,7.4794,0.03,0.0519,-0.124133761,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,273.156,0.28704,9.7744,0.03,0.0384,-0.14944281,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,273.156,0.34425,11.8852,0.03,0.034,-0.168262156,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,273.155,0.40726,14.2853,0.03,0.0313,-0.186438176,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,273.154,0.441,15.6056,0.03,0.0294,-0.19543164,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,263.156,0.08647,2.9307,0.03,0.1049,-0.09902492,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,263.154,0.12538,4.2908,0.03,0.0704,-0.107905253,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,263.154,0.16197,5.5943,0.03,0.0573,-0.127716839,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,263.155,0.2129,7.4516,0.03,0.0456,-0.151081185,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,263.155,0.2444,8.6269,0.03,0.0408,-0.165093461,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,263.156,0.28177,10.0489,0.03,0.0372,-0.185109842,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,253.151,0.08299,2.9307,0.03,0.106,-0.113257463,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,253.149,0.12271,4.3833,0.03,0.0723,-0.138152133,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,253.152,0.16055,5.7999,0.03,0.0558,-0.162290716,R32,R1234ZEE,,2023-for-mcl-0,1,,
0.66665,0.33335,253.153,0.20088,7.3472,0.03,0.047,-0.195582535,R32,R1234ZEE,x,2023-for-mcl-0,0,,x
0.66665,0.33335,230.012,2.00453,1272.974,1.33,0.0221,-1.295425603,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,230.012,2.00234,1272.9713,1.37,0.0222,-1.295270041,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,230.012,1.86656,1272.7042,4.09,0.0278,-1.293329222,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,245.006,11.84846,1253.4096,2.56,0.0237,-1.297322341,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,245.005,11.78977,1253.2887,2.41,0.0235,-1.2969556,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,245.006,11.73889,1253.1796,2.22,0.0232,-1.296577357,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,245.005,7.88079,1245.0269,2.47,0.0236,-1.253479099,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,245.007,6.12344,1241.1362,2.19,0.023,-1.232399636,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,245.006,4.47135,1237.3849,1.94,0.0227,-1.21119002,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,245.009,2.17418,1231.9731,13.08,0.0586,-1.179607642,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,260.006,16.26215,1224.3704,2.33,0.0233,-1.251615703,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,260.01,14.31761,1219.917,2.8,0.024,-1.229690623,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,260.007,12.48143,1215.5951,2.55,0.0235,-1.207782315,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,260.008,9.16915,1207.4124,2.33,0.0231,-1.165065846,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,260.009,6.17459,1199.5582,1.8,0.0222,-1.121623204,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,260.009,3.48193,1192.0631,1.97,0.0225,-1.078241624,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,260.01,2.50831,1189.2358,3.38,0.0257,-1.061341329,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,280.002,19.9771,1181.8852,3.45,0.025,-1.183157425,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,280.003,15.12358,1168.6041,2.32,0.023,-1.120190673,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,280.003,12.23602,1160.0406,1.99,0.0225,-1.077015042,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,280.004,9.60241,1151.7103,2.06,0.0224,-1.032707969,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,280.009,6.08742,1139.6584,2.21,0.0227,-0.964017224,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,280.005,3.99679,1131.9036,1.87,0.0222,-0.917067529,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,280.009,2.23815,1124.9345,1.58,0.0218,-0.872785667,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,304.997,20.57338,1117.2312,3.02,0.024,-1.058857103,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,305,19.20966,1112.5121,2.85,0.0238,-1.037810134,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
